DATE,MONTH,YEAR,DRIVER,GENDER,TYPE,CITY,PRICE,PAYMENT,START TIME,END TIME,HOUR,CAR,MILES,TRIP TIME
9/28/2016,9,2016,Mario,m,POOL,San Francisco,$3.00 ,6700,7:31 AM,8:12 AM,7,POOL,1.82,0:26:57
9/29/2016,9,2016,CRISPIN,m,POOL,San Francisco,$3.00 ,8336,11:40 AM,11:54 AM,11,POOL,1.33,0:09:15
9/29/2016,9,2016,DANIEL,m,POOL,San Francisco,$3.00 ,8336,5:50 PM,6:24 PM,17,POOL,2.45,0:28:19
9/29/2016,9,2016,Fadi,m,POOL,San Francisco,,8336,11:33 AM,,11,POOL,0.00,0:00:00
9/29/2016,9,2016,FALOPE,m,POOL,San Francisco,$3.00 ,6700,6:54 AM,7:20 AM,6,POOL,3.46,0:20:09
9/29/2016,9,2016,Mohammed,m,POOL,San Francisco,$3.00 ,8336,4:56 PM,5:36 PM,16,POOL,3.66,0:27:40
9/29/2016,9,2016,Sayeed,m,POOL,San Francisco,$3.00 ,8336,4:23 PM,4:41 PM,16,POOL,0.62,0:09:47
9/29/2016,9,2016,UberEATS,,Agora,San Francisco,$40.17 ,6700,8:02 PM,8:36 PM,20,UberEATS - Marketplace,6.38,0:33:51
9/30/2016,9,2016,Hamza,m,POOL,San Francisco,$3.00 ,6700,5:30 PM,6:05 PM,17,POOL,3.03,0:33:22
10/1/2016,10,2016,Noah,m,uberX,San Francisco,$6.55 ,6700,12:16 AM,12:24 AM,0,uberX,1.08,0:05:38
10/1/2016,10,2016,UberEATS,,Agora,San Francisco,$40.17 ,6700,7:20 PM,8:31 PM,19,UberEATS - Marketplace,6.38,1:11:29
10/2/2016,10,2016,JIANPENG,m,uberX,San Francisco,$9.00 ,6700,11:38 AM,12:11 PM,11,,,
10/2/2016,10,2016,KRISS,m,POOL,San Francisco,$3.00 ,6700,5:25 PM,5:55 PM,17,POOL,2.95,0:24:02
10/2/2016,10,2016,Raymond,m,POOL,San Francisco,$3.00 ,6700,8:18 PM,8:49 PM,20,POOL,5.43,0:26:02
10/3/2016,10,2016,LORENA,f,POOL,San Francisco,$3.00 ,6700,9:11 AM,9:50 AM,9,,,
10/3/2016,10,2016,UberEATS,,Agora,San Francisco,$40.17 ,6700,7:10 PM,7:40 PM,19,UberEATS - Marketplace,3.36,0:30:33
10/4/2016,10,2016,JIE,m,POOL,San Francisco,$3.00 ,6700,8:49 PM,8:56 PM,20,POOL,0.90,0:05:23
10/4/2016,10,2016,timothy,m,POOL,San Francisco,$3.00 ,6700,9:46 PM,10:05 PM,21,POOL,2.29,0:17:23
10/5/2016,10,2016,JOANA,f,POOL,San Francisco,,8336,12:22 PM,Dropoff time unknown,12,POOL,0.00,0:00:00
10/5/2016,10,2016,-,m,POOL,San Francisco,,6700,9:09 AM,,9,,,
10/5/2016,10,2016,Darvin,m,POOL,San Francisco,$5.88 ,6700,9:09 AM,10:07 AM,9,,,
10/5/2016,10,2016,GLORIA,m,POOL,San Francisco,$25.14 ,8336,12:38 PM,1:35 PM,12,POOL,34.71,0:51:16
10/5/2016,10,2016,WILLIAM,m,POOL,San Francisco,$3.00 ,,1:44 PM,2:04 PM,13,POOL,1.31,0:16:44
10/5/2016,10,2016,UberEATS,,Agora,San Francisco,$32.61 ,,7:51 PM,8:21 PM,19,UberEATS - Marketplace,3.36,0:29:31
10/6/2016,10,2016,ABEL,m,POOL,San Francisco,$3.00 ,6700,5:07 PM,5:37 PM,17,POOL,2.74,0:25:20
10/6/2016,10,2016,RODOLFO,m,POOL,San Francisco,$28.59 ,6700,11:54 AM,1:03 PM,11,POOL,37.62,1:01:22
10/7/2016,10,2016,-,m,POOL,San Francisco,,6700,5:15 PM,,17,,,
10/7/2016,10,2016,-,m,POOL,San Francisco,,6700,5:15 PM,,17,,,
10/7/2016,10,2016,DAL,m,POOL,San Francisco,$3.00 ,6700,7:23 AM,7:53 AM,7,POOL,2.12,0:27:01
10/7/2016,10,2016,Ermias,m,uberX,San Francisco,$9.00 ,6700,5:15 PM,5:54 PM,17,uberX,4.41,0:35:36
10/9/2016,10,2016,UberEATS,,Agora,San Francisco,,6700,4:51 PM,5:42 PM,16,,,
10/9/2016,10,2016,UberEATS,,Agora,San Francisco,,6700,3:59 PM,4:59 PM,15,,,
10/11/2016,10,2016,UberEATS,,Agora,San Francisco,$28.53 ,8336,7:28 PM,7:59 PM,19,UberEATS - Marketplace,3.56,0:30:46
10/12/2016,10,2016,Allen,m,POOL,San Francisco,$3.00 ,6700,5:05 PM,5:46 PM,17,POOL,3.77,0:39:14
10/12/2016,10,2016,Paul,m,POOL,San Francisco,$3.00 ,6700,7:43 AM,8:17 AM,7,POOL,2.51,0:25:11
10/12/2016,10,2016,UberEATS,,Agora,San Francisco,$23.97 ,8336,7:38 PM,8:39 PM,19,UberEATS - Marketplace,4.43,1:00:22
10/13/2016,10,2016,CHRISTINE,m,POOL,San Francisco,$2.00 ,6700,8:08 AM,,8,POOL,0.00,0:00:00
10/13/2016,10,2016,Joon,m,POOL,San Francisco,$8.09 ,8336,8:08 PM,8:40 PM,20,POOL,2.59,0:25:33
10/14/2016,10,2016,Alejandra,m,POOL,San Francisco,$10.37 ,8336,6:48 AM,7:16 AM,6,POOL,2.93,0:24:29
10/17/2016,10,2016,-,m,POOL,San Francisco,,6700,8:09 AM,,8,,,
10/17/2016,10,2016,AHMAD EYAD,m,POOL,San Francisco,$4.32 ,6700,7:21 PM,7:39 PM,19,POOL,2.77,0:15:14
10/17/2016,10,2016,Wilson,m,POOL,San Francisco,$15.35 ,6700,8:10 AM,9:24 AM,8,POOL,8.05,1:10:05
10/19/2016,10,2016,Wayne,m,uberX,San Francisco,$7.82 ,8336,12:45 PM,1:00 PM,12,uberX,3.39,0:10:04
10/20/2016,10,2016,MANSOOR,m,POOL,San Francisco,$2.00 ,8336,3:57 PM,,15,POOL,0.00,0:00:00
10/20/2016,10,2016,SYED,m,POOL,San Francisco,$4.99 ,8336,9:26 PM,9:59 PM,21,POOL,2.56,0:30:23
10/21/2016,10,2016,ALEX,m,POOL,San Francisco,$4.75 ,6700,8:41 AM,9:19 AM,8,POOL,3.23,0:33:16
10/21/2016,10,2016,Aziz,m,POOL,San Francisco,$4.27 ,6700,10:17 PM,10:42 PM,22,POOL,0.00,0:13:22
10/21/2016,10,2016,FADHIL,m,uberX,San Francisco,$18.87 ,8336,3:25 PM,3:55 PM,15,uberX,4.96,0:26:11
10/22/2016,10,2016,Bill,m,POOL,San Francisco,$4.43 ,6700,10:30 PM,10:55 PM,22,POOL,3.06,0:17:25
10/22/2016,10,2016,Jeffrey,m,POOL,San Francisco,$5.60 ,6700,2:29 PM,3:11 PM,14,POOL,4.02,0:26:37
10/22/2016,10,2016,STANISLAW,m,POOL,San Francisco,$4.65 ,6700,1:29 PM,1:49 PM,13,POOL,1.50,0:14:14
10/22/2016,10,2016,UberEATS,,Agora,San Francisco,,6700,6:16 PM,,18,UberEATS - Marketplace,0.00,0:00:05
10/22/2016,10,2016,UberEATS,,Agora,San Francisco,$37.45 ,6700,6:21 PM,6:57 PM,18,UberEATS - Marketplace,2.33,0:35:31
10/23/2016,10,2016,Al,m,uberX,San Francisco,$10.93 ,6700,6:49 PM,7:12 PM,18,uberX,2.43,0:15:59
10/23/2016,10,2016,khuchitbaatar,m,uberX,San Francisco,$9.99 ,6700,12:27 PM,12:50 PM,12,uberX,2.83,0:19:04
10/23/2016,10,2016,Mohammad,m,POOL,San Francisco,$7.18 ,6700,3:16 PM,3:37 PM,15,POOL,1.43,0:14:15
10/23/2016,10,2016,Rabi,m,POOL,San Francisco,$6.99 ,6700,9:05 PM,9:36 PM,21,POOL,3.44,0:25:32
10/23/2016,10,2016,Sabin,m,POOL,San Francisco,$2.00 ,6700,3:12 PM,,15,POOL,0.00,0:00:00
10/24/2016,10,2016,AMANUEL,m,POOL,San Francisco,$7.69 ,6700,5:54 PM,6:28 PM,17,POOL,4.81,0:22:42
10/24/2016,10,2016,Juan,m,POOL,San Francisco,$4.75 ,6700,6:28 AM,6:35 AM,6,POOL,0.52,0:02:54
10/25/2016,10,2016,MARTIN,m,uberX,San Francisco,$9.39 ,8336,8:02 AM,8:28 AM,8,,,
10/27/2016,10,2016,UberEATS,,Agora,San Francisco,$23.75 ,8336,10:19 PM,10:54 PM,22,UberEATS - Marketplace,2.13,0:35:11
10/28/2016,10,2016,AMRIT,m,POOL,San Francisco,$5.75 ,6700,10:37 PM,11:02 PM,22,POOL,3.69,0:19:44
10/28/2016,10,2016,UberEATS,,Agora,San Francisco,$72.37 ,8336,8:59 PM,9:39 PM,20,UberEATS - Marketplace,0.61,0:40:03
10/30/2016,10,2016,Jill,f,POOL,San Francisco,$4.61 ,6700,12:24 PM,12:52 PM,12,POOL,3.34,0:19:47
10/31/2016,10,2016,ADDIS,m,POOL,San Francisco,$5.75 ,6700,7:39 AM,8:09 AM,7,POOL,2.83,0:24:23
10/31/2016,10,2016,Wael,m,POOL,San Francisco,$6.18 ,6700,7:34 PM,8:02 PM,19,POOL,2.48,0:21:58
11/1/2016,11,2016,DOUGLAS,m,POOL,San Francisco,$4.99 ,6700,8:52 AM,9:36 AM,8,POOL,2.65,0:40:34
11/1/2016,11,2016,weihua,m,POOL,San Francisco,,6700,10:15 PM,,22,POOL,0.00,0:00:00
11/2/2016,11,2016,Rossie,f,POOL,San Francisco,$4.75 ,6700,7:23 AM,7:51 AM,7,POOL,1.56,0:22:13
11/2/2016,11,2016,SAYEED,m,POOL,San Francisco,,6700,5:05 PM,,17,POOL,0.00,0:00:00
11/2/2016,11,2016,SAYEED,m,POOL,San Francisco,$4.08 ,6700,5:05 PM,6:02 PM,17,POOL,3.62,0:54:35
11/3/2016,11,2016,ABDOU,m,POOL,San Francisco,$6.18 ,6700,7:09 AM,7:37 AM,7,POOL,2.44,0:25:16
11/3/2016,11,2016,BRYAN,m,POOL,San Francisco,$6.17 ,6700,10:43 PM,11:13 PM,22,POOL,3.08,0:26:25
11/3/2016,11,2016,HAGOS,m,uberX,San Francisco,,6700,10:42 PM,,22,uberX,0.00,0:00:00
11/4/2016,11,2016,FNU,m,POOL,San Francisco,$6.54 ,6700,11:33 AM,12:03 PM,11,POOL,1.75,0:26:24
11/4/2016,11,2016,ROBERTO,m,POOL,San Francisco,$5.75 ,6700,10:13 PM,10:36 PM,22,POOL,2.71,0:20:07
11/4/2016,11,2016,UberEATS,,Agora,San Francisco,$20.19 ,6700,1:19 AM,1:49 AM,1,UberEATS - Marketplace,2.32,0:29:53
11/5/2016,11,2016,Abdullah,m,POOL,San Francisco,$6.18 ,6700,2:14 PM,2:34 PM,14,POOL,1.16,0:14:21
11/5/2016,11,2016,ALEXEI,m,POOL,San Francisco,$6.53 ,6700,2:46 PM,3:36 PM,14,POOL,3.01,0:42:42
11/5/2016,11,2016,VADIM,m,POOL,San Francisco,$3.88 ,6700,5:47 PM,6:25 PM,17,POOL,3.70,0:20:53
11/5/2016,11,2016,VICTORINO,m,POOL,San Francisco,$4.75 ,6700,8:41 AM,9:00 AM,8,POOL,1.50,0:14:24
11/6/2016,11,2016,Kendrick,m,POOL,San Francisco,$4.09 ,6700,6:12 PM,6:54 PM,18,POOL,3.60,0:29:33
11/6/2016,11,2016,Timothy,m,POOL,San Francisco,$7.54 ,6700,8:47 AM,9:18 AM,8,POOL,3.84,0:28:16
11/7/2016,11,2016,EMMANUEL,m,POOL,San Francisco,$4.75 ,6700,7:18 AM,7:49 AM,7,POOL,3.60,0:28:02
11/7/2016,11,2016,Esteban,m,uberX,San Francisco,$12.64 ,8336,9:39 PM,9:55 PM,21,uberX,3.59,0:13:30
11/8/2016,11,2016,Mohammad,m,POOL,San Francisco,,6700,9:49 PM,,21,POOL,0.00,0:00:00
11/8/2016,11,2016,OBUMNEME,m,POOL,San Francisco,$5.40 ,6700,9:50 PM,10:19 PM,21,POOL,2.07,0:20:18
11/8/2016,11,2016,Timothy,m,POOL,San Francisco,$5.75 ,6700,7:50 AM,8:25 AM,7,POOL,2.72,0:23:09
11/9/2016,11,2016,ANAS,m,POOL,San Francisco,$4.80 ,6700,9:28 PM,9:55 PM,21,POOL,2.54,0:19:06
11/9/2016,11,2016,Daniar,m,POOL,San Francisco,$4.75 ,6700,7:38 AM,8:14 AM,7,POOL,2.39,0:29:07
11/10/2016,11,2016,UberEATS,,Agora,San Francisco,$16.41 ,6700,9:45 PM,10:09 PM,21,UberEATS - Marketplace,2.13,0:23:20
11/10/2016,11,2016,UberEATS,,Agora,San Francisco,,6700,8:00 PM,9:23 PM,20,UberEATS - Marketplace,0.91,1:23:49
11/10/2016,11,2016,UberEATS,,Agora,San Francisco,,6700,9:33 PM,9:44 PM,21,,,
11/11/2016,11,2016,Calvin,m,uberX,San Francisco,,6700,5:20 PM,,17,uberX,0.00,0:00:00
11/11/2016,11,2016,KHURAM,m,POOL,San Francisco,$4.75 ,6700,7:38 AM,8:04 AM,7,POOL,1.62,0:22:13
11/12/2016,11,2016,Bhupinder,m,POOL,San Francisco,$7.19 ,6700,9:18 AM,9:48 AM,9,POOL,3.56,0:23:36
11/12/2016,11,2016,Quich,m,POOL,San Francisco,$7.61 ,6700,12:45 PM,1:27 PM,12,POOL,4.76,0:34:31
11/12/2016,11,2016,UberEATS,,Agora,San Francisco,$34.35 ,6700,7:27 PM,8:12 PM,19,UberEATS - Marketplace,0.91,0:45:15
11/12/2016,11,2016,UberEATS,,Agora,San Francisco,$25.51 ,6700,6:23 PM,7:15 PM,18,UberEATS - Marketplace,0.91,0:52:20
11/13/2016,11,2016,Farhad,m,uberX,San Francisco,,6700,5:54 AM,Dropoff time unknown,5,uberX,0.00,0:00:00
11/13/2016,11,2016,GHASSAN,m,POOL,San Francisco,$5.99 ,6700,6:27 PM,6:52 PM,18,POOL,3.77,0:19:14
11/13/2016,11,2016,HECTOR,m,POOL,San Francisco,$9.78 ,6700,4:11 PM,4:36 PM,16,POOL,3.73,0:23:41
11/13/2016,11,2016,Sam,m,uberX,San Francisco,$11.32 ,6700,6:05 AM,6:31 AM,6,uberX,2.60,0:14:18
11/14/2016,11,2016,Linda,f,SELECT,San Francisco,,8336,7:18 PM,,19,SELECT,0.00,0:00:00
11/14/2016,11,2016,Linda,f,SELECT,San Francisco,,8336,7:17 PM,,19,SELECT,0.00,0:00:00
11/14/2016,11,2016,Linda,f,SELECT,San Francisco,,8336,7:16 PM,,19,SELECT,0.00,0:00:00
11/14/2016,11,2016,Linda,f,uberX,San Francisco,$33.92 ,8336,7:18 PM,7:59 PM,19,uberX,17.00,0:34:20
11/14/2016,11,2016,Ali,m,uberX,San Francisco,$17.03 ,8336,7:33 AM,8:04 AM,7,uberX,4.37,0:24:46
11/14/2016,11,2016,Bilguuntugs (Bella),m,BLACK,San Francisco,,8336,7:17 PM,,19,BLACK,0.00,0:00:00
11/14/2016,11,2016,Jose,m,uberX,San Francisco,$12.84 ,8336,4:24 PM,4:53 PM,16,uberX,4.15,0:24:19
11/15/2016,11,2016,Adel,m,POOL,New Jersey,$29.00 ,6700,5:20 AM,5:56 AM,5,POOL,10.78,0:34:39
11/15/2016,11,2016,Foued,m,BLACK,San Francisco,$68.80 ,8336,9:20 PM,9:52 PM,21,BLACK,16.40,0:25:01
11/15/2016,11,2016,Jaswinder,m,uberX,New York City,$70.19 ,6700,1:35 PM,2:16 PM,13,uberX,14.17,0:36:24
11/15/2016,11,2016,WILLIAM,m,POOL,New Jersey,$6.55 ,6700,5:16 AM,,5,POOL,0.46,0:01:29
11/16/2016,11,2016,Assem,m,BLACK,San Francisco,,8336,7:05 AM,,7,BLACK,0.00,0:00:00
11/16/2016,11,2016,Daniel,m,uberX,San Francisco,$7.03 ,8336,9:54 AM,10:07 AM,9,uberX,1.45,0:10:37
11/16/2016,11,2016,LAES,m,POOL,San Francisco,$4.75 ,6700,7:39 PM,8:01 PM,19,POOL,3.67,0:20:09
11/16/2016,11,2016,Melaku,m,POOL,San Francisco,$7.89 ,6700,4:36 PM,5:15 PM,16,POOL,5.27,0:34:59
11/16/2016,11,2016,Rene,m,uberX,San Francisco,$6.55 ,6700,10:53 PM,11:02 PM,22,uberX,1.07,0:04:42
11/16/2016,11,2016,Shawn,m,SUV,San Francisco,$168.18 ,8336,7:06 AM,8:56 AM,7,SUV,16.57,1:41:09
11/17/2016,11,2016,EMMANUEL,m,uberX,San Francisco,$10.46 ,8336,7:08 AM,7:27 AM,7,uberX,3.65,0:14:41
11/17/2016,11,2016,HUSNIDDIN,m,SUV,San Francisco,$43.08 ,8336,10:25 PM,10:48 PM,22,SUV,3.74,0:18:49
11/17/2016,11,2016,KAMARU,m,uberX,San Francisco,$13.21 ,8336,5:42 PM,6:17 PM,17,uberX,3.47,0:28:19
11/17/2016,11,2016,Sam,m,uberX,San Francisco,$6.55 ,8336,11:52 PM,11:59 PM,23,uberX,1.14,0:05:24
11/18/2016,11,2016,ROMILSON,m,uberX,San Francisco,$6.55 ,8336,6:42 AM,7:00 AM,6,uberX,1.07,0:05:11
11/27/2016,11,2016,Lovick,m,POOL,San Francisco,$3.99 ,6700,12:58 AM,1:11 AM,0,POOL,2.34,0:11:49
11/27/2016,11,2016,mourad,m,POOL,San Francisco,$8.26 ,6700,7:41 AM,8:11 AM,7,POOL,5.40,0:24:24
11/28/2016,11,2016,Michael Shawn,m,POOL,San Francisco,$4.21 ,6700,10:17 PM,10:40 PM,22,POOL,1.49,0:16:38
11/29/2016,11,2016,OLIVER,m,uberX,San Francisco,$6.55 ,6700,6:35 AM,6:41 AM,6,uberX,0.57,0:03:08
11/29/2016,11,2016,Xiangxiong,m,POOL,San Francisco,$5.00 ,8336,9:42 PM,Dropoff time unknown,21,POOL,0.00,0:00:00
11/29/2016,11,2016,ZAHID,m,POOL,San Francisco,$39.12 ,8336,9:53 PM,10:57 PM,21,POOL,33.90,0:58:11
11/29/2016,11,2016,UberEATS,,Agora,San Francisco,$45.23 ,8336,7:11 PM,7:48 PM,19,UberEATS - Marketplace,2.67,0:37:23
11/29/2016,11,2016,UberEATS,,Agora,San Francisco,$35.11 ,8336,7:08 PM,7:54 PM,19,UberEATS - Marketplace,1.72,0:45:25
11/30/2016,11,2016,BRIAN,m,uberX,San Francisco,$32.69 ,6700,4:42 AM,5:14 AM,4,uberX,17.04,0:26:14
11/30/2016,11,2016,IOLANDA,m,uberX,San Francisco,,6700,3:27 PM,Dropoff time unknown,15,,,
11/30/2016,11,2016,JHONAE,m,uberX,San Francisco,$31.18 ,6700,3:33 PM,4:07 PM,15,uberX,15.20,0:28:55
12/1/2016,12,2016,UberEATS,,Agora,San Francisco,$28.37 ,8336,6:47 PM,7:37 PM,18,UberEATS - Marketplace,0.91,0:49:40
12/2/2016,12,2016,BOBBY,m,uberX,San Francisco,$8.55 ,6700,8:51 AM,8:59 AM,8,uberX,0.59,0:04:15
12/3/2016,12,2016,Caitlynn,f,uberX,San Francisco,,6700,12:18 AM,,0,uberX,0.00,0:00:00
12/3/2016,12,2016,ANTHONY,m,uberX,San Francisco,$9.96 ,6700,12:19 AM,12:44 AM,0,uberX,3.72,0:18:33
12/3/2016,12,2016,HUGO,m,uberX,San Francisco,$12.99 ,6700,3:05 PM,3:30 PM,15,uberX,4.02,0:24:31
12/3/2016,12,2016,Jefferson,m,POOL,San Francisco,$2.91 ,6700,9:05 PM,9:24 PM,21,POOL,1.53,0:12:21
12/3/2016,12,2016,Ramon,m,uberX,San Francisco,,6700,2:21 PM,2:28 PM,14,,,
12/3/2016,12,2016,Sarmad,m,uberX,San Francisco,$12.48 ,6700,10:00 AM,10:31 AM,10,uberX,4.61,0:22:47
12/4/2016,12,2016,UberEATS,,Agora,San Francisco,$28.37 ,6700,5:38 PM,6:13 PM,17,UberEATS - Marketplace,0.91,0:34:51
12/6/2016,12,2016,Harshivtar,m,POOL,San Francisco,$50.13 ,8336,2:37 PM,3:55 PM,14,POOL,46.53,1:15:46
12/6/2016,12,2016,JOSEPH ARULDOSS,m,POOL,San Francisco,$8.85 ,6700,1:34 PM,2:06 PM,13,POOL,7.62,0:25:54
12/7/2016,12,2016,Martin,m,POOL,San Francisco,$2.83 ,6700,8:00 PM,8:28 PM,20,POOL,2.52,0:23:23
12/7/2016,12,2016,Solomon,m,POOL,San Francisco,$3.99 ,8336,7:26 AM,7:55 AM,7,POOL,2.00,0:24:37
12/8/2016,12,2016,Ayush,m,POOL,San Francisco,$5.92 ,6700,7:15 AM,7:49 AM,7,POOL,2.29,0:25:09
12/8/2016,12,2016,Humberto,m,POOL,San Francisco,$4.50 ,6700,9:54 PM,10:31 PM,21,POOL,3.48,0:32:14
12/8/2016,12,2016,RODOLFO,m,uberX,San Francisco,$8.78 ,6700,8:35 PM,8:50 PM,20,uberX,2.87,0:10:03
12/8/2016,12,2016,Samad,m,POOL,San Francisco,$3.32 ,6700,6:41 PM,7:03 PM,18,POOL,0.64,0:14:24
12/9/2016,12,2016,Naveen,m,uberX,San Francisco,$10.68 ,8336,10:14 AM,10:27 AM,10,uberX,4.20,0:09:33
12/9/2016,12,2016,QUOC,m,POOL,San Francisco,$13.39 ,6700,7:28 PM,7:53 PM,19,POOL,3.77,0:22:26
12/10/2016,12,2016,-,m,uberX,San Francisco,,6700,10:52 PM,,22,,,
12/10/2016,12,2016,Adam,m,POOL,San Francisco,,6700,10:52 PM,,22,POOL,0.00,0:00:00
12/10/2016,12,2016,Adam,m,uberX,San Francisco,$7.43 ,6700,10:23 PM,10:35 PM,22,uberX,2.22,0:09:12
12/10/2016,12,2016,JOSE,m,POOL,San Francisco,$9.26 ,6700,10:52 PM,Dropoff time unknown,22,POOL,0.00,0:00:00
12/10/2016,12,2016,Michael,m,uberX,San Francisco,$8.71 ,6700,9:04 PM,9:18 PM,21,uberX,2.30,0:11:27
12/10/2016,12,2016,MOHAMMAD,m,POOL,San Francisco,$6.79 ,6700,5:38 PM,5:55 PM,17,POOL,0.74,0:06:43
12/10/2016,12,2016,Steve,m,POOL,San Francisco,$9.71 ,6700,6:42 PM,7:01 PM,18,POOL,0.80,0:12:27
12/11/2016,12,2016,MATTHEW,m,POOL,San Francisco,$4.99 ,6700,5:39 PM,5:58 PM,17,POOL,1.26,0:13:30
12/13/2016,12,2016,Lonnie,f,POOL,San Francisco,$3.66 ,6700,7:50 PM,8:15 PM,19,POOL,3.37,0:17:45
12/14/2016,12,2016,ABBAS,m,POOL,San Francisco,$4.80 ,6700,7:48 PM,8:05 PM,19,POOL,2.19,0:14:09
12/14/2016,12,2016,Mapu,m,POOL,San Francisco,$4.33 ,6700,5:17 PM,5:44 PM,17,POOL,2.09,0:19:47
12/15/2016,12,2016,emily,f,POOL,San Francisco,$6.49 ,6700,7:33 PM,8:22 PM,19,POOL,3.76,0:44:37
12/15/2016,12,2016,FNU,m,POOL,San Francisco,$9.23 ,6700,5:10 PM,5:59 PM,17,POOL,3.02,0:47:33
12/15/2016,12,2016,Joseph,m,POOL,San Francisco,$15.59 ,6700,3:42 PM,4:11 PM,15,POOL,1.81,0:27:45
12/15/2016,12,2016,Michael,m,POOL,San Francisco,$2.00 ,6700,7:32 PM,,19,POOL,0.00,0:00:00
12/15/2016,12,2016,Robert,m,POOL,San Francisco,$5.70 ,6700,7:38 AM,8:18 AM,7,POOL,2.82,0:34:02
12/16/2016,12,2016,Jianhong,m,uberX,San Francisco,$20.97 ,8336,8:16 AM,8:43 AM,8,uberX,4.32,0:22:18
12/17/2016,12,2016,James,m,uberX,San Francisco,$9.71 ,6700,9:10 PM,9:27 PM,21,uberX,2.67,0:12:42
12/17/2016,12,2016,MARLON,m,uberX,San Francisco,$15.94 ,6700,6:17 PM,6:41 PM,18,uberX,2.63,0:14:13
12/18/2016,12,2016,Fares,m,uberX,San Francisco,$6.96 ,6700,5:02 PM,5:14 PM,17,uberX,1.58,0:07:05
12/18/2016,12,2016,Hailessalse,m,uberX,San Francisco,$13.27 ,6700,9:42 AM,10:02 AM,9,uberX,4.26,0:18:17
12/18/2016,12,2016,Teofilo,m,POOL,San Francisco,$16.14 ,6700,6:56 PM,7:42 PM,18,POOL,11.84,0:37:12
12/18/2016,12,2016,Vahid,m,uberX,San Francisco,$9.97 ,6700,2:41 PM,2:53 PM,14,uberX,2.30,0:10:38
12/18/2016,12,2016,Wei Feng,m,POOL,San Francisco,$19.91 ,6700,5:20 PM,6:08 PM,17,POOL,11.90,0:43:55
12/19/2016,12,2016,Danny,m,uberX,San Francisco,$11.52 ,6700,7:37 PM,7:58 PM,19,uberX,3.38,0:17:27
12/19/2016,12,2016,UberEATS,,Agora,San Francisco,$27.28 ,8336,8:03 PM,8:39 PM,20,UberEATS - Marketplace,0.91,0:36:09
12/20/2016,12,2016,WENCESLAO,m,POOL,San Francisco,$4.75 ,6700,7:08 AM,7:32 AM,7,POOL,1.43,0:19:18
12/21/2016,12,2016,HAUWA,m,POOL,San Francisco,$5.75 ,6700,8:27 PM,8:54 PM,20,POOL,2.82,0:24:46
12/21/2016,12,2016,Joel,m,POOL,San Francisco,$39.49 ,8336,3:56 PM,5:28 PM,15,POOL,43.23,1:26:51
12/21/2016,12,2016,UberEATS,,Agora,San Francisco,$50.03 ,8336,8:32 PM,9:06 PM,20,UberEATS - Marketplace,0.91,0:34:54
12/22/2016,12,2016,CLAUDION,m,POOL,San Francisco,$4.75 ,6700,8:10 AM,8:32 AM,8,POOL,2.41,0:20:12
12/22/2016,12,2016,DEXTER,m,POOL,San Francisco,$4.75 ,6700,6:18 PM,6:43 PM,18,POOL,1.28,0:21:03
12/22/2016,12,2016,Joseph,m,POOL,San Francisco,$4.75 ,6700,2:37 PM,2:49 PM,14,POOL,0.57,0:08:03
12/23/2016,12,2016,Navpreet,m,uberXL,San Francisco,$44.23 ,6700,4:08 PM,5:03 PM,16,uberXL,17.48,0:35:18
12/23/2016,12,2016,UberEATS,,Agora,San Francisco,$28.37 ,8336,6:18 PM,7:05 PM,18,UberEATS - Marketplace,0.91,0:46:44
